Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
TICC,TICC Capital Corp. - Closed End Fund,Q,N,N,100
TIGR,TigerLogic Corporation - Common Stock,S,N,N,100
TILE,"Interface, Inc. - Common Stock",Q,N,N,100
TINY,"Harris & Harris Group, Inc. - Common Stock",G,N,N,100
TIPT,Tiptree Financial Inc. - Class A Common Stock,S,N,N,100
TISA,"Top Image Systems, Ltd. - Ordinary Shares",S,N,N,100
TITN,Titan Machinery Inc. - Common Stock,Q,N,N,100
TIVO,TiVo Inc. - Common Stock,Q,N,N,100
TKMR,Tekmira Pharmaceuticals Corp - Common Stock,S,N,N,100
TLAB,"Tellabs, Inc. - Common Stock",Q,N,N,100
TLF,"Tandy Leather Factory, Inc. - Common Stock",G,N,N,100
TMNG,"The Management Network Group, Inc. - Common Stock",G,N,N,100
TNAV,"Telenav, Inc. - Common Stock",Q,N,N,100
TNGO,"Tangoe, Inc. - Common Stock",Q,N,N,100
TNXP,Tonix Pharmaceuticals Holding Corp. - Common Stock,S,N,N,100
TOFC,Tower Financial Corporation - Common Stock,G,N,N,100
TOPS,TOP Ships Inc. - Common Stock,Q,N,N,100
TORM,TOR Minerals International Inc - Common Stock,S,N,N,100
TOWN,Towne Bank - Common Stock,Q,N,N,100
TQNT,"TriQuint Semiconductor, Inc. - Common Stock",Q,N,N,100
TQQQ,ProShares UltraPro QQQ,G,N,N,100
TRAK,"Dealertrack Technologies, Inc. - Common Stock",Q,N,N,100
TRCB,Two River Bancorp - Common Stock,S,N,N,100
TREE,"Tree.com, Inc. - Common Stock",G,N,N,100
TRGT,"Targacept, Inc. - Common Stock",Q,N,N,100
TRIB,Trinity Biotech plc - American Depositary Shares each representing 4 A Ordinary Shares,Q,N,N,100
TRIP,"TripAdvisor, Inc. - Common Stock",Q,N,N,100
TRIT,Tri-Tech Holding Inc. - Ordinary Shares,S,N,N,100
TRMB,Trimble Navigation Limited - Common Stock,Q,N,N,100
TRMK,Trustmark Corporation - Common Stock,Q,N,N,100
TRNS,"Transcat, Inc. - Common Stock",G,N,N,100
TRNX,Tornier N.V. - Ordinary Shares,Q,N,N,100
TROV,"TrovaGene, Inc. - Common Stock",S,N,N,100
TROVU,"TrovaGene, Inc. - Unit",S,N,N,100
TROVW,"TrovaGene, Inc. - Warrant",S,N,N,100
TROW,"T. Rowe Price Group, Inc. - Common Stock",Q,N,N,100
TRS,TriMas Corporation - Common Stock,Q,N,N,100
TRST,TrustCo Bank Corp NY - Common Stock,Q,N,N,100
TSBK,"Timberland Bancorp, Inc. - Common Stock",G,N,N,100
TSC,"TriState Capital Holdings, Inc. - Common Stock",Q,N,N,100
TSCO,Tractor Supply Company - Common Stock,Q,N,N,100
TSEM,Tower Semiconductor Ltd. - Ordinary Shares,Q,N,N,100
TSLA,"Tesla Motors, Inc. - Common Stock",Q,N,N,100
TSPT,"Transcept Pharmaceuticals, Inc. - Common Stock",G,N,N,100
TSRA,"Tessera Technologies, Inc. - Common Stock",Q,N,N,100
TSRE,"Trade Street Residential, Inc. - Common Stock",G,N,N,100
TSRI,"TSR, Inc. - Common Stock",S,N,N,100
TSRO,"TESARO, Inc. - Common Stock",Q,N,N,100
TST,"TheStreet, Inc. - Common Stock",G,N,N,100
TSYS,"TeleCommunication Systems, Inc. - Class A Common Stock",Q,N,N,100
TTEC,"TeleTech Holdings, Inc. - Common Stock",Q,N,N,100
TTEK,"Tetra Tech, Inc. - Common Stock",Q,N,N,100
TTGT,"TechTarget, Inc. - Common Stock",G,N,N,100
TTHI,"Transition Therapeutics, Inc. - Ordinary Shares (Canada)",G,N,N,100
TTMI,"TTM Technologies, Inc. - Common Stock",Q,N,N,100
TTPH,"Tetraphase Pharmaceuticals, Inc. - Common Stock",G,N,N,100
TTS,"Tile Shop Hldgs, Inc. - Common Stock",Q,N,N,100
TTWO,"Take-Two Interactive Software, Inc. - Common Stock",Q,N,N,100
TUES,Tuesday Morning Corp. - Common Stock,Q,N,N,100
TWER,Towerstream Corporation - Common Stock,S,N,N,100
TWGP,"Tower Group International, Ltd. - Common Stock",Q,N,E,100
TWIN,"Twin Disc, Incorporated - Common Stock",Q,N,N,100
TWMC,Trans World Entertainment Corp. - Common Stock,G,N,N,100
TWTC,tw telecom inc. - Class A Common Stock,Q,N,N,100
TXN,Texas Instruments Incorporated - Common Stock,Q,N,N,100
TXRH,"Texas Roadhouse, Inc. - Common Stock",Q,N,N,100
TYPE,Monotype Imaging Holdings Inc. - Common Stock,Q,N,N,100
TZOO,Travelzoo Inc. - Common Stock,Q,N,N,100
UACL,"Universal Truckload Services, Inc. - Common Stock",Q,N,N,100
UBCP,"United Bancorp, Inc. - Common Stock",S,N,N,100
UBFO,United Security Bancshares - Common Stock,Q,N,N,100
UBIC,"UBIC, Inc. - American Depositary Shares",G,N,N,100
UBNK,"United Financial Bancorp, Inc. - Common Stock",Q,N,N,100
UBNT,"Ubiquiti Networks, Inc. - Common Stock",Q,N,N,100
UBOH,"United Bancshares, Inc. - Common Stock",G,N,N,100
UBSH,Union First Market Bankshares Corporation - Common Stock,Q,N,N,100
UBSI,"United Bankshares, Inc. - Common Stock",Q,N,N,100
UCBA,United Community Bancorp - Common Stock,G,N,N,100
UCBI,"United Community Banks, Inc. - Common Stock",Q,N,N,100
UCFC,United Community Financial Corp. - Common Stock,Q,N,N,100
UCTT,"Ultra Clean Holdings, Inc. - Common Stock",Q,N,N,100
UEIC,Universal Electronics Inc. - Common Stock,Q,N,N,100
UEPS,"Net 1 UEPS Technologies, Inc. - Common Stock",Q,N,N,100
UFCS,"United Fire Group, Inc - Common Stock",Q,N,N,100
UFPI,"Universal Forest Products, Inc. - Common Stock",Q,N,N,100
UFPT,"UFP Technologies, Inc. - Common Stock",S,N,N,100
UG,"United-Guardian, Inc. - Common Stock",G,N,N,100
UHAL,Amerco - Common Stock,Q,N,N,100
UIHC,United Insurance Holdings Corp. - Common Stock,S,N,N,100
ULBI,Ultralife Corporation - Common Stock,G,N,N,100
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc. - Common Stock",Q,N,N,100
ULTI,"The Ultimate Software Group, Inc. - Common Stock",Q,N,N,100
ULTR,Ultrapetrol (Bahamas) Limited - common stock,Q,N,N,100
UMBF,UMB Financial Corporation - Common Stock,Q,N,N,100
UMPQ,Umpqua Holdings Corporation - Common Stock,Q,N,N,100
UNAM,Unico American Corporation - Common Stock,G,N,N,100
UNB,"Union Bankshares, Inc. - Common Stock",G,N,N,100
UNFI,"United Natural Foods, Inc. - Common Stock",Q,N,N,100
UNIS,Unilife Corporation - Common Stock,G,N,N,100
UNTD,"United Online, Inc. - Common Stock",Q,N,N,100
UNTK,"UniTek Global Services, Inc. - Common Stock",G,N,N,100
UNTY,"Unity Bancorp, Inc. - Common Stock",G,N,N,100
UNXL,"Uni-Pixel, Inc. - Common Stock",S,N,N,100
UPI,"Uroplasty, Inc. - Common Stock",S,N,N,100
UPIP,"Unwired Planet, Inc. - Common Stock",Q,N,N,100
URBN,"Urban Outfitters, Inc. - Common Stock",Q,N,N,100
URRE,"Uranium Resources, Inc. - Common Stock",S,N,N,100
USAK,"USA Truck, Inc. - Common Stock",Q,N,N,100
USAP,"Universal Stainless & Alloy Products, Inc. - Common Stock",Q,N,N,100
USAT,"USA Technologies, Inc. - Common Stock",G,N,N,100
USATP,"USA Technologies, Inc. - Preferred Stock",G,N,N,100
USATZ,"USA Technologies, Inc. - Warrants 12/31/2013",G,N,N,100
USBI,"United Security Bancshares, Inc. - Common Stock",S,N,N,100
USCR,"U S Concrete, Inc. - Common Stock",S,N,N,100
USEG,U.S. Energy Corp. - Common Stock,S,N,N,100
USLM,"United States Lime & Minerals, Inc. - Common Stock",G,N,N,100
USMD,"USMD Holdings, Inc. - Common Stock",S,N,N,100
USMO,"USA Mobility, Inc. - Common Stock",Q,N,N,100
USTR,United Stationers Inc. - Common Stock,Q,N,N,100
UTEK,"Ultratech, Inc. - Common Stock",Q,N,N,100
UTHR,United Therapeutics Corporation - Common Stock,Q,N,N,100
UTIW,UTi Worldwide Inc. - Ordinary Shares,Q,N,N,100
UTMD,"Utah Medical Products, Inc. - Common Stock",G,N,N,100
UTSI,UTStarcom Holdings Corp - Ordinary Shares,Q,N,N,100
UVSP,Univest Corporation of Pennsylvania - Common Stock,Q,N,N,100
VALU,"Value Line, Inc. - Common Stock",G,N,N,100
VASC,"Vascular Solutions, Inc. - Common Stock",Q,N,N,100
VBFC,Village Bank and Trust Financial Corp. - Common Stock,S,N,N,100
VCBI,Virginia Commerce Bancorp - Common Stock,Q,N,N,100
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,G,N,N,100
VCLK,"ValueClick, Inc. - Common Stock",Q,N,N,100
VCLT,Vanguard Long-Term Corporate Bond ETF,G,N,N,100
VCSH,Vanguard Short-Term Corporate Bond ETF,G,N,N,100
VCYT,"Veracyte, Inc. - Common Stock",G,N,N,100
VDSI,"VASCO Data Security International, Inc. - Common Stock",S,N,N,100
VECO,Veeco Instruments Inc. - Common Stock,Q,N,E,100
VELT,Velti plc - Ordinary Shares,Q,N,D,100
VGIT,Vanguard Intermediate -Term Government Bond ETF,G,N,N,100
VGLT,Vanguard Long-Term Government Bond ETF,G,N,N,100
VGSH,Vanguard Short-Term Government ETF,G,N,N,100
VIA,Viacom Inc. - Class A Common Stock,Q,N,N,100
VIAB,Viacom Inc. - Class B Common Stock,Q,N,N,100
VIAS,"Viasystems Group, Inc. - Common Stock",G,N,N,100
VICL,Vical Incorporated - Common Stock,Q,N,N,100
VICR,Vicor Corporation - Common Stock,Q,N,N,100
VIDE,Video Display Corporation - Common Stock,G,N,N,100
VIDI,Vident International Equity Fund,G,N,N,100
VIFL,"Food Technology Service, Inc. - Common Stock",S,N,N,100
VIMC,"Vimicro International Corporation - American depositary shares, each representing four ordinary shares",G,N,N,100
VIP,VimpelCom Ltd. - American Depositary Shares,Q,N,N,100
VIRC,Virco Manufacturing Corporation - Common Stock,G,N,N,100
VISN,"VisionChina Media, Inc. - American Depositary Shares, each representing one Common Share",Q,N,N,100
VITC,"Vitacost.com, Inc. - Common Stock",Q,N,N,100
VIVO,Meridian Bioscience Inc. - Common Stock,Q,N,N,100
VLCCF,Knightsbridge Tankers Limited - Common Stock,Q,N,N,100
VLGEA,"Village Super Market, Inc. - Class A Common Stock",Q,N,N,100
VLTC,Voltari Corporation - Common Stock,S,N,N,100
VLYWW,Valley National Bancorp - Warrants 07/01/2015,S,N,N,100
VMBS,Vanguard Mortgage-Backed Securities ETF,G,N,N,100
VNDA,Vanda Pharmaceuticals Inc. - Common Stock,G,N,N,100
VNET,"21Vianet Group, Inc. - American Depositary Shares",G,N,N,100
VNQI,Vanguard Global ex-U.S. Real Estate ETF,G,N,N,100
VNR,Vanguard Natural Resources LLC - Common Units,Q,N,N,100
VNRAP,Vanguard Natural Resources LLC - 7.875% Series A Cumulative Redeemable Perpetual Preferred Unit,Q,N,N,100
VOCS,"Vocus, Inc. - Common Stock",Q,N,N,100
VOD,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,Q,N,N,100
VOLC,Volcano Corporation - Common Stock,Q,N,N,100
VONE,Vanguard Russell 1000 ETF,G,N,N,100
VONG,Vanguard Russell 1000 Growth ETF,G,N,N,100
VONV,Vanguard Russell 1000 Value ETF,G,N,N,100
VOXX,VOXX International Corporation - Class A Common Stock,Q,N,N,100
VPFG,"ViewPoint Financial Group, Inc. - Common Stock",Q,N,N,100
VPHM,ViroPharma Incorporated - Common Stock,Q,N,N,100
VPRT,Vistaprint N.V. - Ordinary Shares (The Netherlands),Q,N,N,100
VRA,"Vera Bradley, Inc. - Common Stock",Q,N,N,100
VRML,"Vermillion, Inc. - Common Stock",S,N,N,100
VRNG,"Vringo, Inc. - Common Stock",S,N,N,100
VRNGW,"Vringo, Inc. - Warrants",S,N,N,100
VRNT,Verint Systems Inc. - Common Stock,Q,N,N,100
VRSK,"Verisk Analytics, Inc. - Class A Common Stock",Q,N,N,100
VRSN,"VeriSign, Inc. - Common Stock",Q,N,N,100
VRTA,"Vestin Realty Mortgage I, Inc. - Common Stock",G,N,N,100
VRTB,"Vestin Realty Mortgage II, Inc. - Common Stock",Q,N,N,100
VRTS,"Virtus Investment Partners, Inc. - Common Stock",Q,N,N,100
VRTU,Virtusa Corporation - common stock,Q,N,N,100
VRTX,Vertex Pharmaceuticals Incorporated - Common Stock,Q,N,N,100
VSAT,"ViaSat, Inc. - Common Stock",Q,N,N,100
VSBN,"VSB Bancorp, Inc. (NY) - Common Stock",G,N,N,100
VSCI,"Vision-Sciences, Inc. - Common Stock",S,N,N,100
VSCP,"VirtualScopics, Inc. - Common Stock",S,N,N,100
VSEC,VSE Corporation - Common Stock,Q,N,N,100
VSTM,"Verastem, Inc. - Common Stock",G,N,N,100
VTHR,Vanguard Russell 3000 ETF,G,N,N,100
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,G,N,N,100
VTNC,"Vitran Corporation, Inc. - Common Stock",Q,N,N,100
VTNR,"Vertex Energy, Inc - Common Stock",S,N,N,100
VTSS,Vitesse Semiconductor Corporation - Common Stock,G,N,N,100
VTUS,"Ventrus Biosciences, Inc. - Common Stock",S,N,N,100
VTWG,Vanguard Russell 2000 Growth ETF,G,N,N,100
VTWO,Vanguard Russell 2000 ETF,G,N,N,100
VTWV,Vanguard Russell 2000 Value ETF,G,N,N,100
VVTV,"ValueVision Media, Inc. - Common Stock",G,N,N,100
VVUS,"VIVUS, Inc. - Common Stock",Q,N,N,100
VWOB,Vanguard Emerging Markets Government Bond ETF,G,N,N,100
VXUS,Vanguard Total International Stock ETF,G,N,N,100
VYFC,Valley Financial Corporation - Common Stock,S,N,N,100
WABC,Westamerica Bancorporation - Common Stock,Q,N,N,100
WAFD,"Washington Federal, Inc. - Common Stock",Q,N,N,100
WAFDW,"Washington Federal, Inc. - Warrants 11/14/2018",Q,N,N,100
WASH,"Washington Trust Bancorp, Inc. - Common Stock",Q,N,N,100
WAVX,Wave Systems Corp. - Class A Common Stock,S,N,N,100
WAYN,Wayne Savings Bancshares Inc. - Common Stock,G,N,N,100
WBB,"Westbury Bancorp, Inc. - Common Stock",S,N,N,100
WBCO,Washington Banking Company - Common Stock,Q,N,N,100
WBKC,"Wolverine Bancorp, Inc. - Common Stock",S,N,N,100
WBMD,WebMD Health Corp - Common Stock,Q,N,N,100
WDC,Western Digital Corporation - Common Stock,Q,N,N,100
WDFC,WD-40 Company - Common Stock,Q,N,N,100
WEBK,"Wellesley Bancorp, Inc. - Common Stock",S,N,N,100
WEN,Wendy's Company (The) - Common Stock,Q,N,N,100
WERN,"Werner Enterprises, Inc. - Common Stock",Q,N,N,100
WETF,"WisdomTree Investments, Inc. - Common Stock",G,N,N,100
WEYS,"Weyco Group, Inc. - Common Stock",Q,N,N,100
WFBI,WashingtonFirst Bankshares Inc - Common Stock,S,N,N,100
WFD,"Westfield Financial, Inc. - Common Stock",Q,N,N,100
WFM,"Whole Foods Market, Inc. - Common Stock",Q,N,N,100
WHF,"WhiteHorse Finance, Inc. - Common Stock",Q,N,N,100
WHFBL,"WhiteHorse Finance, Inc. - 6.50% Senior Notes due 2020",Q,N,N,100
WHLR,"Wheeler Real Estate Investment Trust, Inc. - Common Stock",S,N,N,100
WIBC,"Wilshire Bancorp, Inc. - Common Stock",Q,N,N,100
WIFI,"Boingo Wireless, Inc. - Common Stock",Q,N,N,100
WILC,"G. Willi-Food International,  Ltd. - Ordinary Shares",S,N,N,100
WILN,Wi-LAN Inc - Common Shares,Q,N,N,100
WIN,"Windstream Holdings, Inc. - Common Stock",Q,N,N,100
WINA,Winmark Corporation - Common Stock,G,N,N,100
WIRE,Encore Wire Corporation - Common Stock,Q,N,N,100
WLB,Westmoreland Coal Company - Common Stock,G,N,N,100
WLBPZ,"Westmoreland Coal Company - Depositary Shares, rep. 1/4 of a share of Ser. A Preferred Stock",G,N,N,100
WLDN,"Willdan Group, Inc. - Common Stock",G,N,N,100
WLFC,Willis Lease Finance Corporation - Common Stock,G,N,N,100
WMAR,"West Marine, Inc. - Common Stock",Q,N,N,100
WMGI,"Wright Medical Group, Inc. - Common Stock",Q,N,N,100
WMGIZ,"Wright Medical Group, Inc. - Contingent Value Right",G,N,N,100
WOOD,iShares S&P Global Timber & Forestry Index Fund,G,N,N,100
WOOF,"VCA Antech, Inc. - Common Stock",Q,N,N,100
WPCS,WPCS International Incorporated - Common Stock,S,N,D,100
WPPGY,WPP plc - American Depositary Shares each representing five Ordinary Shares,Q,N,N,100
WPRT,Westport Innovations Inc - Ordinary Shares,Q,N,N,100
WRES,"Warren Resources, Inc. - Common Stock",Q,N,N,100
WRLD,World Acceptance Corporation - Common Stock,Q,N,N,100
WSBC,"WesBanco, Inc. - Common Stock",Q,N,N,100
WSBF,"Waterstone Financial, Inc. - Common Stock",Q,N,N,100
WSCI,WSI Industries Inc. - Common Stock,S,N,N,100
WSFS,WSFS Financial Corporation - Common Stock,Q,N,N,100
WSFSL,WSFS Financial Corporation - 6.25% Senior Notes Due 2019,Q,N,N,100
WSTC,West Corporation - Common Stock,Q,N,N,100
WSTG,"Wayside Technology Group, Inc. - Common Stock",G,N,N,100
WSTL,"Westell Technologies, Inc. - Class A Common Stock",Q,N,N,100
WTBA,West Bancorporation - Common Stock,Q,N,N,100
WTFC,Wintrust Financial Corporation - Common Stock,Q,N,N,100
WTFCW,Wintrust Financial Corporation - Warrants,Q,N,N,100
WTSL,"The Wet Seal, Inc. - Class A Common Stock",Q,N,N,100
WVFC,WVS Financial Corp. - Common Stock,G,N,N,100
WVVI,"Willamette Valley Vineyards, Inc. - Common Stock",S,N,N,100
WWD,"Woodward, Inc. - Common Stock",Q,N,N,100
WWWW,"Web.com Group, Inc. - Common Stock",Q,N,N,100
WYNN,"Wynn Resorts, Limited - Common Stock",Q,N,N,100
XBKS,"Xenith Bankshares, Inc. - Common Stock",S,N,N,100
XGTI,"XG Technology, Inc - Common Stock",S,N,N,100
XGTIW,"XG Technology, Inc - Warrants",S,N,N,100
XLNX,"Xilinx, Inc. - Common Stock",Q,N,N,100
XLRN,Acceleron Pharma Inc. - Common Stock,G,N,N,100
XNPT,"XenoPort, Inc. - Common Stock",Q,N,N,100
XOMA,XOMA Corporation - Common Stock,G,N,N,100
XONE,The ExOne Company - Common Stock,G,N,N,100
XOOM,Xoom Corporation - Common Stock,Q,N,N,100
XPLR,Xplore Technologies Corp - Common Stock,S,N,N,100
XRAY,DENTSPLY International Inc. - Common Stock,Q,N,N,100
XRSC,XRS Corporation - Common Stock,S,N,N,100
XRTX,Xyratex Ltd. - Common Shares,Q,N,N,100
XTEX,"Crosstex Energy, L.P. - Common Units Representing Limited Partner Interests",Q,N,N,100
XTLB,XTL Biopharmaceuticals Ltd. - American Depositary Shares,S,N,N,100
XTXI,"Crosstex Energy, Inc. - Common Stock",Q,N,N,100
XWES,World Energy Solutions Inc (DE) - Common Stock,S,N,N,100
XXIA,Ixia - Common Stock,Q,N,N,100
YDIV,International Multi-Asset Diversified Income Index Fund,G,N,N,100
YDKN,Yadkin Financial Corporation - Common Stock,Q,N,N,100
YHOO,Yahoo! Inc. - Common Stock,Q,N,N,100
YNDX,Yandex N.V. - Class A Ordinary Shares,Q,N,N,100
YOD,"You On Demand Holdings, Inc. - Common Stock",S,N,D,100
YONG,"Yongye International, Inc. - Common Stock",Q,N,N,100
YORW,The York Water Company - Common Stock,Q,N,N,100
YRCW,"YRC Worldwide, Inc. - Common Stock",Q,N,N,100
YY,YY Inc. - American Depositary Shares,G,N,N,100
Z,"Zillow, Inc. - Class A Common Stock",Q,N,N,100
ZAGG,ZAGG Inc - Common Stock,Q,N,N,100
ZAZA,ZaZa Energy Corporation - Common Stock,S,N,N,100
ZBRA,Zebra Technologies Corporation - Class A Common Stock,Q,N,N,100
ZEUS,"Olympic Steel, Inc. - Common Stock",Q,N,N,100
ZGNX,"Zogenix, Inc. - Common Stock",G,N,N,100
ZHNE,"Zhone Technologies, Inc. - Common Stock",S,N,N,100
ZIGO,Zygo Corporation - Common Stock,Q,N,N,100
ZINC,Horsehead Holding Corp. - Common Stock,Q,N,N,100
ZION,Zions Bancorporation - Common Stock,Q,N,N,100
ZIONW,Zions Bancorporation - Warrants 05/21/2020,Q,N,N,100
ZIONZ,Zions Bancorporation - Warrants,Q,N,N,100
ZIOP,ZIOPHARM Oncology Inc - Common Stock,S,N,N,100
ZIPR,"ZipRealty, Inc. - Common Stock",G,N,N,100
ZIXI,Zix Corporation - Common Stock,Q,N,N,100
ZJZZT,NASDAQ TEST STOCK,Q,Y,N,100
ZLCS,Zalicus Inc. - Common Stock,S,N,N,100
ZLTQ,"ZELTIQ Aesthetics, Inc. - Common Stock",Q,N,N,100
ZN,Zion Oil & Gas Inc - Common Stock,G,N,N,100
ZNGA,Zynga Inc. - Class A Common Stock,Q,N,N,100
ZOLT,"Zoltek Companies, Inc. - Common Stock",Q,N,N,100
ZOOM,"Zoom Technologies, Inc. - Common Stock",S,N,D,100
ZUMZ,Zumiez Inc. - Common Stock,Q,N,N,100
ZVZZT,NASDAQ TEST STOCK,G,Y,N,100
ZWZZT,NASDAQ TEST STOCK,S,Y,N,100
ZXZZT,NASDAQ TEST STOCK,G,Y,N,100
